SMILES,C_count,N_count,O_count,F_count,P_count,ALERTS,CSP3,MinEStateIndex,MaxAbsEStateIndex,MinAbsEStateIndex,qed,MolWt,HeavyAtomMolWt,ExactMolWt,NumValenceElectrons,MaxPartialCharge,MinPartialCharge,MaxAbsPartialCharge,MinAbsPartialCharge,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,BCUT2D_MWHI,BCUT2D_MWLOW,BCUT2D_CHGHI,BCUT2D_CHGLO,BCUT2D_LOGPHI,BCUT2D_LOGPLOW,BCUT2D_MRHI,BCUT2D_MRLOW,BalabanJ,BertzCT,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,HallKierAlpha,Ipc,Kappa1,Kappa2,Kappa3,LabuteASA,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,SMR_VSA1,SMR_VSA10,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA9,SlogP_VSA1,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA8,TPSA,EState_VSA1,EState_VSA10,EState_VSA11,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,VSA_EState1,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,FractionCSP3,HeavyAtomCount,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRotatableBonds,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,RingCount,MolLogP,MolMR,fr_Al_OH,fr_Al_OH_noTert,fr_Ar_N,fr_NH0,fr_NH1,fr_NH2,fr_N_O,fr_Ndealkylation1,fr_Ndealkylation2,fr_alkyl_halide,fr_aniline,fr_aryl_methyl,fr_benzene,fr_bicyclic,fr_ether,fr_guanido,fr_halogen,fr_imidazole,fr_methoxy,fr_morpholine,fr_nitro,fr_nitro_arom,fr_nitro_arom_nonortho,fr_para_hydroxylation,fr_piperdine,fr_piperzine,fr_pyridine,fr_quatN,fr_unbrch_alkane,Concentration,Temperature,Solvent(MeOD),Solvent(D2O),Time(h),Degradation(%),Pbf_mean,NPR1_mean,NPR2_mean,is_halflife_proxy
CCCCN1C(CC)=C(CC)[N+](CCCC)=C1C1=C(C)C=CC=C1C,23,2,0,0,0,1,0.608695652,1.115021259,2.646157407,1.115021259,0.5108558,341.563,304.267,341.2951256,138,0.289345003,-0.226859748,0.289345003,0.226859748,0.88,1.52,2.04,15.18143812,10.01651191,2.303342136,-2.111078259,2.286177139,-2.391029572,5.63141069,-0.692668499,2.781841824,640.8537325,18.39697675,17.28333225,17.28333225,12.09928407,10.30643356,10.30643356,7.201293067,7.201293067,5.341151805,5.341151805,4.054043874,4.054043874,-1.57,419645.3955,19.7507641,9.217239291,3.991508595,154.4464383,0.0,11.38785599,0.0,0.0,5.824404498,0.0,0.0,9.134199296,0,0.0,58.73569325,37.81602063,12.84164325,18.6529643,4.567099648,0.0,4.567099648,0.0,93.15686575,0.0,40.71386018,11.38785599,4.567099648,0.0,0.0,0.0,4.567099648,25.93115606,13.8474744,75.89299426,18.19910121,11.38785599,8.81,0.0,0.0,0,0.0,0.0,25.93115606,48.19804546,11.38785599,0.0,68.8757237,0.0,5.292314815,0.0,0.0,7.328818972,1.450185185,6.715399345,7.203231922,16.01004976,0.0,0.608695652,25,0,2,0,0,0,1,1,2,1,0,2,9,0,0,0,2,5.78444,108.109,0,0,2,2,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8.0,90,0.471698113,0.528301887,288.0,6.6,1.2872478703999999,0.6101910526000001,0.6990103904,0
CCCCN1C(CC)=C(CC)[N+](CCCC)=C1C1=C(OC)C=CC=C1OC,23,2,2,0,0,1,0.608695652,0.875141723,5.770927343,0.875141723,0.50725058,373.561,336.265,373.2849548,150,0.296473577,-0.495660033,0.495660033,0.296473577,0.888888889,1.518518519,2.0,16.47674094,10.1199827,2.327740078,-2.132404516,2.38019416,-2.389489331,5.707805926,-0.692661484,2.848081906,678.7149581,19.81119031,18.09982883,18.09982883,13.17529368,10.53117844,10.53117844,6.972017494,6.972017494,5.287851786,5.287851786,3.95846974,3.95846974,-1.97,1255192.049,21.33143416,10.38631218,4.307994234,164.6735288,9.473725908,28.45033115,0.0,0.0,5.824404498,0.0,0.0,9.134199296,0,0.0,46.60295911,24.97437738,12.84164325,27.30910789,14.04082556,0.0,4.567099648,0.0,79.30939135,14.21959508,29.5869572,22.88687966,14.04082556,0.0,11.49902367,0.0,18.78669473,25.93115606,0.0,64.76609128,18.19910121,11.38785599,27.27,0.0,0.0,0,0.0,0.0,42.99363122,42.89554698,14.21959508,18.19910121,36.82914809,9.473725908,16.5941695,0.0,0.0,3.971417234,2.986301965,6.074566012,6.777392605,11.10519337,3.49095931,0.608695652,27,0,4,0,0,0,1,1,2,3,0,4,11,0,0,0,2,5.1848,111.739,0,0,2,2,0,0,0,0,0,0,0,0,1,0,2,0,0,1,2,0,0,0,0,0,0,0,0,0,0,8.0,90,0.471698113,0.528301887,288.0,84.1,1.3652610988,0.6807372016000001,0.7386977284,0
CCCCN1C(C)=C(C)[N+](CCCC)=C1C1=C(OC)C=C(OC)C=C1OC,22,2,3,0,0,1,0.590909091,0.729320725,5.76614418,0.729320725,0.565582682,375.533,340.253,375.2642194,150,0.296461075,-0.496480043,0.496480043,0.296461075,0.888888889,1.481481481,1.962962963,16.4865646,10.11005828,2.316929798,-2.148184566,2.411361793,-2.378410024,5.727317747,-0.691396257,2.802258037,708.8988748,19.97432702,18.01651329,18.01651329,13.03113573,9.932914131,9.932914131,6.911727935,6.911727935,5.253886662,5.253886662,3.529685691,3.529685691,-2.17,1048672.884,21.13372208,9.674805637,4.22735866,163.4221319,14.21058886,34.19984298,0.0,0.0,5.824404498,0.0,0.0,9.134199296,0,0.0,26.68911765,12.84164325,25.98020854,34.41890544,18.77768851,0.0,4.567099648,0.0,66.4677481,21.32939262,23.52059013,28.63639149,18.77768851,0.0,17.2485355,0.0,25.89649227,13.08951281,13.8474744,50.91861688,12.13273414,11.38785599,36.5,0.0,0.0,0,0.0,0.0,67.40919079,11.38785599,21.32939262,12.13273414,36.82914809,14.21058886,21.80394132,0.0,0.0,3.590889445,3.425290113,3.868732993,4.580304394,10.83419282,5.063315588,0.590909091,27,0,5,0,0,0,1,1,2,4,0,5,10,0,0,0,2,4.68544,109.009,0,0,2,2,0,0,0,0,0,0,0,0,1,0,3,0,0,1,3,0,0,0,0,0,0,0,0,0,0,8.0,90,0.471698113,0.528301887,288.0,63.3,1.3587616252,0.6250678484,0.7520295936,0
CCCCN1C(CC)=C(CC)[N+](CCCC)=C1C1=C(OC)C=C(OC)C=C1OC,24,2,3,0,0,1,0.625,0.736715273,5.833427343,0.736715273,0.457484236,403.587,364.275,403.2955195,162,0.296478676,-0.496480043,0.496480043,0.296478676,0.827586207,1.448275862,1.896551724,16.48657171,10.10925772,2.334673266,-2.149704257,2.414085983,-2.389583681,5.727933726,-0.692661359,2.89503134,737.4039518,21.38854058,19.43072685,19.43072685,14.10714533,11.05423447,11.05423447,7.341402277,7.341402277,5.575061021,5.575061021,4.112934619,4.112934619,-2.17,3066979.998,23.11229501,11.1276937,4.705840848,176.1520161,14.21058886,34.19984298,0.0,0.0,5.824404498,0.0,0.0,9.134199296,0,0.0,40.53659204,12.84164325,24.97437738,34.41890544,18.77768851,0.0,4.567099648,0.0,79.30939135,21.32939262,23.52059013,28.63639149,18.77768851,0.0,17.2485355,0.0,25.89649227,25.93115606,0.0,64.76609128,12.13273414,11.38785599,36.5,0.0,0.0,0,0.0,0.0,74.42642954,17.21226049,21.32939262,12.13273414,36.82914809,14.21058886,22.15446443,0.0,0.0,3.857741297,3.496862665,3.90954932,6.639426496,11.00405687,5.104565588,0.625,29,0,5,0,0,0,1,1,2,4,0,5,12,0,0,0,2,5.1934,118.291,0,0,2,2,0,0,0,0,0,0,0,0,1,0,3,0,0,1,3,0,0,0,0,0,0,0,0,0,0,8.0,90,0.471698113,0.528301887,288.0,89.7,1.4894472267999999,0.5929542033999999,0.8173613491999999,0
CCCCN1C(C)=C(C)[N+](CCCC)=C1C1=C(C)C=CC=C1C,21,2,0,0,0,1,0.571428571,1.116474159,2.559351852,1.116474159,0.61520346,313.509,280.245,313.2638255,126,0.2893274,-0.227130787,0.2893274,0.227130787,0.913043478,1.52173913,2.086956522,15.17727505,10.01690293,2.279503501,-2.108026922,2.276162113,-2.379961111,5.630300157,-0.691403423,2.685462453,613.2164726,16.98276318,15.86911869,15.86911869,11.02327447,9.185113221,9.185113221,6.771618724,6.771618724,5.019977446,5.019977446,3.470794946,3.470794946,-1.57,142281.2764,17.77871455,7.807737538,3.51533251,141.7165541,0.0,11.38785599,0.0,0.0,5.824404498,0.0,0.0,9.134199296,0,0.0,44.88821885,37.81602063,13.8474744,18.6529643,4.567099648,0.0,4.567099648,0.0,80.3152225,0.0,40.71386018,11.38785599,4.567099648,0.0,0.0,0.0,4.567099648,13.08951281,27.6949488,62.04551986,18.19910121,11.38785599,8.81,0.0,0.0,0,0.0,0.0,13.08951281,59.58590145,0.0,0.0,68.8757237,0.0,5.118703704,0.0,0.0,7.033622449,1.414351852,6.658958018,4.941444791,15.83291919,0.0,0.571428571,23,0,2,0,0,0,1,1,2,1,0,2,7,0,0,0,2,5.27648,98.827,0,0,2,2,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8.0,90,0.471698113,0.528301887,504.0,2.9,1.2640632821666666,0.5569869468333333,0.7496972546666667,0
CCCCN1C(CC)=C(CC)[N+](CCCC)=C1C1=C(C)C=CC=C1C,23,2,0,0,0,1,0.608695652,1.115021259,2.646157407,1.115021259,0.5108558,341.563,304.267,341.2951256,138,0.289345003,-0.226859748,0.289345003,0.226859748,0.88,1.52,2.04,15.18143812,10.01651191,2.303342136,-2.111078259,2.286177139,-2.391029572,5.63141069,-0.692668499,2.781841824,640.8537325,18.39697675,17.28333225,17.28333225,12.09928407,10.30643356,10.30643356,7.201293067,7.201293067,5.341151805,5.341151805,4.054043874,4.054043874,-1.57,419645.3955,19.7507641,9.217239291,3.991508595,154.4464383,0.0,11.38785599,0.0,0.0,5.824404498,0.0,0.0,9.134199296,0,0.0,58.73569325,37.81602063,12.84164325,18.6529643,4.567099648,0.0,4.567099648,0.0,93.15686575,0.0,40.71386018,11.38785599,4.567099648,0.0,0.0,0.0,4.567099648,25.93115606,13.8474744,75.89299426,18.19910121,11.38785599,8.81,0.0,0.0,0,0.0,0.0,25.93115606,48.19804546,11.38785599,0.0,68.8757237,0.0,5.292314815,0.0,0.0,7.328818972,1.450185185,6.715399345,7.203231922,16.01004976,0.0,0.608695652,25,0,2,0,0,0,1,1,2,1,0,2,9,0,0,0,2,5.78444,108.109,0,0,2,2,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8.0,90,0.471698113,0.528301887,504.0,5.2,1.2872478703999999,0.6101910526000001,0.6990103904,0
CCCCN1C(CC)=C(CC)[N+](CCCC)=C1C1=C(OC)C=CC=C1OC,23,2,2,0,0,1,0.608695652,0.875141723,5.770927343,0.875141723,0.50725058,373.561,336.265,373.2849548,150,0.296473577,-0.495660033,0.495660033,0.296473577,0.888888889,1.518518519,2.0,16.47674094,10.1199827,2.327740078,-2.132404516,2.38019416,-2.389489331,5.707805926,-0.692661484,2.848081906,678.7149581,19.81119031,18.09982883,18.09982883,13.17529368,10.53117844,10.53117844,6.972017494,6.972017494,5.287851786,5.287851786,3.95846974,3.95846974,-1.97,1255192.049,21.33143416,10.38631218,4.307994234,164.6735288,9.473725908,28.45033115,0.0,0.0,5.824404498,0.0,0.0,9.134199296,0,0.0,46.60295911,24.97437738,12.84164325,27.30910789,14.04082556,0.0,4.567099648,0.0,79.30939135,14.21959508,29.5869572,22.88687966,14.04082556,0.0,11.49902367,0.0,18.78669473,25.93115606,0.0,64.76609128,18.19910121,11.38785599,27.27,0.0,0.0,0,0.0,0.0,42.99363122,42.89554698,14.21959508,18.19910121,36.82914809,9.473725908,16.5941695,0.0,0.0,3.971417234,2.986301965,6.074566012,6.777392605,11.10519337,3.49095931,0.608695652,27,0,4,0,0,0,1,1,2,3,0,4,11,0,0,0,2,5.1848,111.739,0,0,2,2,0,0,0,0,0,0,0,0,1,0,2,0,0,1,2,0,0,0,0,0,0,0,0,0,0,8.0,90,0.471698113,0.528301887,504.0,92.1,1.3652610988,0.6807372016000001,0.7386977284,0
CCCCN1C(C)=C(C)[N+](CCCC)=C1C1=C(OC)C=C(OC)C=C1OC,22,2,3,0,0,1,0.590909091,0.729320725,5.76614418,0.729320725,0.565582682,375.533,340.253,375.2642194,150,0.296461075,-0.496480043,0.496480043,0.296461075,0.888888889,1.481481481,1.962962963,16.4865646,10.11005828,2.316929798,-2.148184566,2.411361793,-2.378410024,5.727317747,-0.691396257,2.802258037,708.8988748,19.97432702,18.01651329,18.01651329,13.03113573,9.932914131,9.932914131,6.911727935,6.911727935,5.253886662,5.253886662,3.529685691,3.529685691,-2.17,1048672.884,21.13372208,9.674805637,4.22735866,163.4221319,14.21058886,34.19984298,0.0,0.0,5.824404498,0.0,0.0,9.134199296,0,0.0,26.68911765,12.84164325,25.98020854,34.41890544,18.77768851,0.0,4.567099648,0.0,66.4677481,21.32939262,23.52059013,28.63639149,18.77768851,0.0,17.2485355,0.0,25.89649227,13.08951281,13.8474744,50.91861688,12.13273414,11.38785599,36.5,0.0,0.0,0,0.0,0.0,67.40919079,11.38785599,21.32939262,12.13273414,36.82914809,14.21058886,21.80394132,0.0,0.0,3.590889445,3.425290113,3.868732993,4.580304394,10.83419282,5.063315588,0.590909091,27,0,5,0,0,0,1,1,2,4,0,5,10,0,0,0,2,4.68544,109.009,0,0,2,2,0,0,0,0,0,0,0,0,1,0,3,0,0,1,3,0,0,0,0,0,0,0,0,0,0,8.0,90,0.471698113,0.528301887,504.0,83.7,1.3587616252,0.6250678484,0.7520295936,0
CCCCN1C(CC)=C(CC)[N+](CCCC)=C1C1=C(OC)C=C(OC)C=C1OC,24,2,3,0,0,1,0.625,0.736715273,5.833427343,0.736715273,0.457484236,403.587,364.275,403.2955195,162,0.296478676,-0.496480043,0.496480043,0.296478676,0.827586207,1.448275862,1.896551724,16.48657171,10.10925772,2.334673266,-2.149704257,2.414085983,-2.389583681,5.727933726,-0.692661359,2.89503134,737.4039518,21.38854058,19.43072685,19.43072685,14.10714533,11.05423447,11.05423447,7.341402277,7.341402277,5.575061021,5.575061021,4.112934619,4.112934619,-2.17,3066979.998,23.11229501,11.1276937,4.705840848,176.1520161,14.21058886,34.19984298,0.0,0.0,5.824404498,0.0,0.0,9.134199296,0,0.0,40.53659204,12.84164325,24.97437738,34.41890544,18.77768851,0.0,4.567099648,0.0,79.30939135,21.32939262,23.52059013,28.63639149,18.77768851,0.0,17.2485355,0.0,25.89649227,25.93115606,0.0,64.76609128,12.13273414,11.38785599,36.5,0.0,0.0,0,0.0,0.0,74.42642954,17.21226049,21.32939262,12.13273414,36.82914809,14.21058886,22.15446443,0.0,0.0,3.857741297,3.496862665,3.90954932,6.639426496,11.00405687,5.104565588,0.625,29,0,5,0,0,0,1,1,2,4,0,5,12,0,0,0,2,5.1934,118.291,0,0,2,2,0,0,0,0,0,0,0,0,1,0,3,0,0,1,3,0,0,0,0,0,0,0,0,0,0,8.0,90,0.471698113,0.528301887,504.0,100.0,1.4894472267999999,0.5929542033999999,0.8173613491999999,0
CCCC[N+]1=C(C)N(C)C=C1,9,2,0,0,0,1,0.666666667,1.155925926,2.295138889,1.155925926,0.580700677,153.249,136.113,153.138625,62,0.252505903,-0.2371895,0.252505903,0.2371895,1.545454545,2.272727273,2.727272727,15.12354519,10.32320438,2.057409928,-1.953035348,1.912787271,-2.346436727,4.759205291,-0.702289755,2.630825004,225.4666468,8.267584714,7.670448073,7.670448073,5.253218858,4.267492851,4.267492851,3.003208827,3.003208827,2.148888739,2.148888739,1.163612434,1.163612434,-0.79,382.8385388,8.307943193,3.557462323,1.822066108,68.46980718,0.0,12.39368714,0.0,0.0,5.824404498,0.0,0.0,9.134199296,0,0.0,13.34455882,6.420821623,6.9237372,13.59242839,4.567099648,0.0,4.567099648,7.047671983,33.23387405,0.0,18.21809164,0.0,4.567099648,0.0,0.0,0.0,4.567099648,13.59242839,6.9237372,25.58978494,12.39368714,0.0,8.81,0.0,0.0,0,0.0,0.0,6.544756406,18.66604774,0.0,0.0,42.42303282,0.0,4.443611111,0.0,0.0,0.0,1.331898148,0.0,6.784564437,5.525462963,2.081130008,0.666666667,11,0,2,0,0,0,0,1,1,1,0,2,3,0,0,0,1,1.42112,45.253,0,0,2,2,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4.0,80,0.0,1.0,1.0,0.0,0.775375404,0.2601543744285714,0.9050922201428572,0
CCCC[N+]1=C(C)N(C)C=C1,9,2,0,0,0,1,0.666666667,1.155925926,2.295138889,1.155925926,0.580700677,153.249,136.113,153.138625,62,0.252505903,-0.2371895,0.252505903,0.2371895,1.545454545,2.272727273,2.727272727,15.12354519,10.32320438,2.057409928,-1.953035348,1.912787271,-2.346436727,4.759205291,-0.702289755,2.630825004,225.4666468,8.267584714,7.670448073,7.670448073,5.253218858,4.267492851,4.267492851,3.003208827,3.003208827,2.148888739,2.148888739,1.163612434,1.163612434,-0.79,382.8385388,8.307943193,3.557462323,1.822066108,68.46980718,0.0,12.39368714,0.0,0.0,5.824404498,0.0,0.0,9.134199296,0,0.0,13.34455882,6.420821623,6.9237372,13.59242839,4.567099648,0.0,4.567099648,7.047671983,33.23387405,0.0,18.21809164,0.0,4.567099648,0.0,0.0,0.0,4.567099648,13.59242839,6.9237372,25.58978494,12.39368714,0.0,8.81,0.0,0.0,0,0.0,0.0,6.544756406,18.66604774,0.0,0.0,42.42303282,0.0,4.443611111,0.0,0.0,0.0,1.331898148,0.0,6.784564437,5.525462963,2.081130008,0.666666667,11,0,2,0,0,0,0,1,1,1,0,2,3,0,0,0,1,1.42112,45.253,0,0,2,2,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4.0,80,0.0,1.0,120.0,17.0,0.775375404,0.2601543744285714,0.9050922201428572,0
CCCC[N+]1=C(C)N(C)C=C1,9,2,0,0,0,1,0.666666667,1.155925926,2.295138889,1.155925926,0.580700677,153.249,136.113,153.138625,62,0.252505903,-0.2371895,0.252505903,0.2371895,1.545454545,2.272727273,2.727272727,15.12354519,10.32320438,2.057409928,-1.953035348,1.912787271,-2.346436727,4.759205291,-0.702289755,2.630825004,225.4666468,8.267584714,7.670448073,7.670448073,5.253218858,4.267492851,4.267492851,3.003208827,3.003208827,2.148888739,2.148888739,1.163612434,1.163612434,-0.79,382.8385388,8.307943193,3.557462323,1.822066108,68.46980718,0.0,12.39368714,0.0,0.0,5.824404498,0.0,0.0,9.134199296,0,0.0,13.34455882,6.420821623,6.9237372,13.59242839,4.567099648,0.0,4.567099648,7.047671983,33.23387405,0.0,18.21809164,0.0,4.567099648,0.0,0.0,0.0,4.567099648,13.59242839,6.9237372,25.58978494,12.39368714,0.0,8.81,0.0,0.0,0,0.0,0.0,6.544756406,18.66604774,0.0,0.0,42.42303282,0.0,4.443611111,0.0,0.0,0.0,1.331898148,0.0,6.784564437,5.525462963,2.081130008,0.666666667,11,0,2,0,0,0,0,1,1,1,0,2,3,0,0,0,1,1.42112,45.253,0,0,2,2,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4.0,80,0.0,1.0,192.0,20.2,0.775375404,0.2601543744285714,0.9050922201428572,0
CCCCC1=[N+](C)C=CN1C,9,2,0,0,0,1,0.666666667,1.190972222,2.225138889,1.190972222,0.576795797,153.249,136.113,153.138625,62,0.255454227,-0.23695099,0.255454227,0.23695099,1.545454545,2.272727273,2.727272727,15.11316895,10.2278665,2.082255205,-1.951655843,1.97933127,-2.311762083,4.810096542,-0.678363939,2.670379958,205.9666468,8.267584714,7.670448073,7.670448073,5.253218858,4.252032071,4.252032071,3.039733818,3.039733818,2.082089151,2.082089151,1.30847613,1.30847613,-0.79,375.6718254,8.307943193,3.557462323,1.822066108,68.46980718,0.0,12.39368714,0.0,0.0,5.824404498,0.0,0.0,9.134199296,0,0.0,13.34455882,6.420821623,6.420821623,14.09534397,4.567099648,0.0,4.567099648,14.09534397,26.18620207,0.0,18.21809164,0.0,4.567099648,0.0,0.0,0.0,4.567099648,20.51616559,0.0,25.58978494,12.39368714,0.0,8.81,0.0,0.0,0,0.0,0.0,0.0,25.08686937,0.0,0.0,42.5469676,0.0,4.380277778,0.0,0.0,0.0,1.40912037,0.0,7.947777778,2.225138889,4.204351852,0.666666667,11,0,2,0,0,0,0,1,1,1,0,2,3,0,0,0,1,1.1922,45.201,0,0,2,2,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4.0,80,0.0,1.0,1.0,0.0,0.6767749556666667,0.3759216716666667,0.7718433459999999,0
CCCCC1=[N+](C)C=CN1C,9,2,0,0,0,1,0.666666667,1.190972222,2.225138889,1.190972222,0.576795797,153.249,136.113,153.138625,62,0.255454227,-0.23695099,0.255454227,0.23695099,1.545454545,2.272727273,2.727272727,15.11316895,10.2278665,2.082255205,-1.951655843,1.97933127,-2.311762083,4.810096542,-0.678363939,2.670379958,205.9666468,8.267584714,7.670448073,7.670448073,5.253218858,4.252032071,4.252032071,3.039733818,3.039733818,2.082089151,2.082089151,1.30847613,1.30847613,-0.79,375.6718254,8.307943193,3.557462323,1.822066108,68.46980718,0.0,12.39368714,0.0,0.0,5.824404498,0.0,0.0,9.134199296,0,0.0,13.34455882,6.420821623,6.420821623,14.09534397,4.567099648,0.0,4.567099648,14.09534397,26.18620207,0.0,18.21809164,0.0,4.567099648,0.0,0.0,0.0,4.567099648,20.51616559,0.0,25.58978494,12.39368714,0.0,8.81,0.0,0.0,0,0.0,0.0,0.0,25.08686937,0.0,0.0,42.5469676,0.0,4.380277778,0.0,0.0,0.0,1.40912037,0.0,7.947777778,2.225138889,4.204351852,0.666666667,11,0,2,0,0,0,0,1,1,1,0,2,3,0,0,0,1,1.1922,45.201,0,0,2,2,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4.0,80,0.0,1.0,72.0,18.02,0.6767749556666667,0.3759216716666667,0.7718433459999999,0
CCCCC1=[N+](C)C=CN1C,9,2,0,0,0,1,0.666666667,1.190972222,2.225138889,1.190972222,0.576795797,153.249,136.113,153.138625,62,0.255454227,-0.23695099,0.255454227,0.23695099,1.545454545,2.272727273,2.727272727,15.11316895,10.2278665,2.082255205,-1.951655843,1.97933127,-2.311762083,4.810096542,-0.678363939,2.670379958,205.9666468,8.267584714,7.670448073,7.670448073,5.253218858,4.252032071,4.252032071,3.039733818,3.039733818,2.082089151,2.082089151,1.30847613,1.30847613,-0.79,375.6718254,8.307943193,3.557462323,1.822066108,68.46980718,0.0,12.39368714,0.0,0.0,5.824404498,0.0,0.0,9.134199296,0,0.0,13.34455882,6.420821623,6.420821623,14.09534397,4.567099648,0.0,4.567099648,14.09534397,26.18620207,0.0,18.21809164,0.0,4.567099648,0.0,0.0,0.0,4.567099648,20.51616559,0.0,25.58978494,12.39368714,0.0,8.81,0.0,0.0,0,0.0,0.0,0.0,25.08686937,0.0,0.0,42.5469676,0.0,4.380277778,0.0,0.0,0.0,1.40912037,0.0,7.947777778,2.225138889,4.204351852,0.666666667,11,0,2,0,0,0,0,1,1,1,0,2,3,0,0,0,1,1.1922,45.201,0,0,2,2,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4.0,80,0.0,1.0,120.0,23.65,0.6767749556666667,0.3759216716666667,0.7718433459999999,0
CCCCN1C=C[N+](C)=C1C,9,2,0,0,0,1,0.666666667,1.155925926,2.295138889,1.155925926,0.580700677,153.249,136.113,153.138625,62,0.252505903,-0.2371895,0.252505903,0.2371895,1.545454545,2.272727273,2.727272727,15.12354519,10.32320438,2.057409928,-1.953035348,1.96454421,-2.29191671,4.781790929,-0.676901048,2.630825004,225.4666468,8.267584714,7.670448073,7.670448073,5.253218858,4.267492851,4.267492851,3.003208827,3.003208827,2.148888739,2.148888739,1.163612434,1.163612434,-0.79,382.8385388,8.307943193,3.557462323,1.822066108,68.46980718,0.0,12.39368714,0.0,0.0,5.824404498,0.0,0.0,9.134199296,0,0.0,13.34455882,6.420821623,6.9237372,13.59242839,4.567099648,0.0,4.567099648,7.047671983,33.23387405,0.0,18.21809164,0.0,4.567099648,0.0,0.0,0.0,4.567099648,13.59242839,6.9237372,25.58978494,12.39368714,0.0,8.81,0.0,0.0,0,0.0,0.0,6.544756406,18.66604774,0.0,0.0,42.42303282,0.0,4.443611111,0.0,0.0,0.0,1.331898148,0.0,6.784564437,5.525462963,2.081130008,0.666666667,11,0,2,0,0,0,0,1,1,1,0,2,3,0,0,0,1,1.42112,45.253,0,0,2,2,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4.0,80,0.0,1.0,1.0,0.0,0.7576380210769231,0.26757356684615385,0.9083497503846154,0
CCCCN1C=C[N+](C)=C1C,9,2,0,0,0,1,0.666666667,1.155925926,2.295138889,1.155925926,0.580700677,153.249,136.113,153.138625,62,0.252505903,-0.2371895,0.252505903,0.2371895,1.545454545,2.272727273,2.727272727,15.12354519,10.32320438,2.057409928,-1.953035348,1.96454421,-2.29191671,4.781790929,-0.676901048,2.630825004,225.4666468,8.267584714,7.670448073,7.670448073,5.253218858,4.267492851,4.267492851,3.003208827,3.003208827,2.148888739,2.148888739,1.163612434,1.163612434,-0.79,382.8385388,8.307943193,3.557462323,1.822066108,68.46980718,0.0,12.39368714,0.0,0.0,5.824404498,0.0,0.0,9.134199296,0,0.0,13.34455882,6.420821623,6.9237372,13.59242839,4.567099648,0.0,4.567099648,7.047671983,33.23387405,0.0,18.21809164,0.0,4.567099648,0.0,0.0,0.0,4.567099648,13.59242839,6.9237372,25.58978494,12.39368714,0.0,8.81,0.0,0.0,0,0.0,0.0,6.544756406,18.66604774,0.0,0.0,42.42303282,0.0,4.443611111,0.0,0.0,0.0,1.331898148,0.0,6.784564437,5.525462963,2.081130008,0.666666667,11,0,2,0,0,0,0,1,1,1,0,2,3,0,0,0,1,1.42112,45.253,0,0,2,2,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4.0,80,0.0,1.0,72.0,5.23,0.7576380210769231,0.26757356684615385,0.9083497503846154,0
